seimsel/Arduino-Due-DSP-Shield	Not an Arduino library
sensestage/ssdn_minibee	Hardware package
Serge78rus/libarduino	Not a library
SFEelectronics/Arduino_Library	Collection of library copies
shakiz/Arduino-Projects	Sketches
shday/myarduino	Sketchbook
shohei/arduino-bsp-library	Not an Arduino library
shvelo/arduino-music	Sketch
shwongsoohar/Adafruit_DHT_Library	Particle library
sideridispas/SdR_Thesis	Not a library
SIHTeam/ArduinoCode	Sketch
SimoneS93/EloquentArduino	Low quality
sketchpink/RFID	Low quality
skylli/Wilddog_Arduino_Yun	Not an Arduino library
snackk/Arduino_BSmartCar	Sketch
snackk/Arduino_IRSmartCar	Sketch
Sodakang/Low-Layer-Library-Stm32Arduino-For-Keil	Not a library
solaremperor/PeerSecure	Low quality
somhi/ESP8266	Collection of library copies
soniap/Ai_8266_Demos	Sketch
Soyokaze-42/RGB_MAL	Sketch
sp5rfd/openduino	Not an Arduino library
sparkfun/ColorLCDShield	Archived
sparkfun/SparkFun_WiFly_Shield_Arduino_Library	Product retired years ago so probably not worth working on the library
spflynn/WiiMusic	Sketch
sports31415/rf24-hive	Not a library
SquadCollaborativeRobotics/ArduinoCode	Not a library
sraboy/tankbot	Sketch
SrMouraSilva/ZoomMIDIController	Not an Arduino library
SterlingPeet/OpenServo	Inactive: https://github.com/SterlingPeet/OpenServo/pull/1#issuecomment-405372648
stevanov/RAK811-Arduino	Sketch
StevensLabs/arduino-library-master	Collection of library copies
Sthing/Nick-Gammon-RS485	Not an Arduino library
Subh1m/Arduino-Library-Files	Collection of library copies
suculent/thinx-firmware-esp32-ino	Not a library
sugarsweetrobotics/RTnoProxy	Not an Arduino library?
suleymaneskil/waveshare_10_DOF_IMU	Sketch
swapii/ArduinoLib_NewLiquidCrystal	Mirror
SwarmDrones/SwarmArduinoDependecies	Collection of library copies
sweehua/niosduino	Hardware package
switchdoclabs/Arduino-WeatherPiArduino	Not a library
switchdoclabs/SDL_Arduino_WeatherPiArduinoV2	Sketch
swornim00/Arducom	Not an Arduino library?
synap5e/ArduinoW5100	Not an Arduino library
synman/CANBus-Triple_Genesis-Connect	Hardware package
systronix/Patches	Not a library
takyrajdr/ArduinoSerialLib	Not an Arduino library
TannerElectronics/ArduinoStarterKit	Collection of library copies
tarcisiofischer/Sbrubbles	Low quality
Tarcontar/ArduinoSamples	Sketch
Team254/Arduinex	Hardware package
team3997/LIGHTS-2018	Sketch
teamiotahu/library_arduino	Collection of library copies
technobly/SparkCore-SD	Particle library
tedtran6/Arduino-Tests	Sketch
tehniq3/u8glib_ST7290_clock	Sketch
TGC-TECH/Arduino-Class	Not a library
thecxhacker/Mitsubishi_AC_IR_Research	Not a library
theiothing/ITEADLIB_Arduino_Nextion	Low quality
themadsens/arduino-demo	Not a library
theolind/mahm3lib	Not an Arduino library
thewenneur/esp32-1	Low quality
thijse/Arduino-Code-and-Libraries	Collection of sketches?
thijse/Lightuino-Code-and-Libraries	Collection of library copies?
ThingType/DW1000_geofencing_system	Sketch
thor73/arduino-turnout	Sketch
thoughtfulonion/arduino-sketchbook	Sketchbook
thunderace/NUCLEO-F401RE-W5100-ioLibrary_Driver	Not an Arduino library
timchiii/arduinoWs28114thOfJulyNeclace	Sketch
timetraveler1828/Arduino-RF-2WAY-COMM	Sketch
timonorawski/RCPPMJoystick	Sketch
tipih/Arduino_sleep_HC12Radio	Sketch
tlewiscpp/arduinopc	Sketch
tlewiscpp/QArduino	Not an Arduino library
tloki/ArduinoRPMeter	Sketch
tobozo/M5Stack-ESP12-Shield	Not a library?
tolgayilmaz86/WiringPi	Not an Arduino library
tomhepworth/pi-arduino-I2C	Sketch
TommyX12/Arduino-LED-matrix-display	Low quality
Trenz-Electronic/Arduino-Vivado-SDK	Not an Arduino library
trevorhobson/lora-feather32	Sketch
triatebr/aprenda-arduino	Not a library
truffio/RotationResistPID	Sketch
tsnowak/9DOF_IMU_Adafruit_L3GD20-LSM303D	Sketch
tuupola/triple-a	Not an Arduino library
tzapu/WiFiManager	Won't merge a legitimate, obvious, non-controversial PR: https://github.com/tzapu/WiFiManager/pull/413
ultimachine/FeynmanCore	Hardware package
UMDBPP/Balloonduino	Development on hold: https://github.com/UMDBPP/Balloonduino/pull/29#issuecomment-421034279
Unchapped/TinyPubSub	Low quality
unforgiven512/IRRemote	Particle library
unixunion/arduino-tvout	Collection of library copies
usemodj/KMAWeatherJSON	Not a library
usupsuparma/libraries-arduino	Collection of library copies
ut-ras/ESP8266_Arduino_Examples	Sketch
UW-Aquaponics/aquaponics-sensors-arduino	Low quality
uzplaza/https-github.com-monkeyboard-Wiegand-Protocol-Library-for-Arduino	Outdated copy of https://github.com/monkeyboard/Wiegand-Protocol-Library-for-Arduino
VarshaRagavendran/Home_Thermal_Management	Not a library
vegos/arduino-revisitato	Collection of library copies
Victor-Barcelo/pi-arduino-timesync	Sketch
virtorgan/Virtorgan_keyboard-pro_micro	Sketch
vitiral/cfd_arduino_software	Not a library
VSChina/devkit-sdk-core-lib	Not an Arduino library
vuhuykhoi/MiniArmEmbedded	Sketch
vusivus/Nextion-C-Library	Not an Arduino library
vyruz1986/ESPAsyncWebServer-ArduinoJson-Crash	Sketch
W84TheSun/leap_arduino_libs	Collection of library copies
wahidshafique/Arduino_LCD_Test	Sketch
WalderlanSena/arduinolibraries	Collection of library copies
WalderlanSena/LcdKeypad	Low quality
Waschnick/ArduinoLedTimerWithNeoPixel	Sketch
watterott/MI0283QT-Adapter	Not a library
wdblair/avr-libats	Not an Arduino library
webworxshop/arduino_time_libraries	Collection of library copies
WeisTekEng/ArduinoLibraryCollection	Collection of library copies
wesleytian/thermostat-pro-library	Hardware package
wheeler-microfluidics/arduino-servo	Copy
widestreid/Neopixel-Beatsync-Project	Sketch
WilkoV/Arduino_AtmelPackLibrary	Not a library
willdickson/basic_led_strip	Sketch
williamg42/BNO055-Linux-Library	Not an Arduino library
WilliamNorth/IRremoteTools	Sketch
WiringPi/WiringPi-Ruby-Legacy	Not an Arduino library
Wiznet/Arduino_WizFi250	Obsolete: https://github.com/Wiznet/Arduino_WizFi250/pull/1#issuecomment-403998804
wlanowski/wetterstation	Not a library
wolfmanjm/GSL1680	Sketch
wyattjoh/I2C_Devices	Not an Arduino library
xbed/SMeshStudio_Core	Not an Arduino library
xn4p4lm/EthernetControlledNeopixels	Not a library
xunker/mruby_arduino_due_example	Sketch
xxzl0130/Some-Useful-Library-For-Arduion-Car	Low quality
yaacov/ArduinoModbusESP	Not a library
yjlintw/SerialIMU	Sketch
yoshidaken1/Libraries0023Android	Low quality
YruamaLairba/VGAX_pong	Sketch
Zappes/avr-SleepingSensors	Not a library
zbx-sadman/zabbuino	Not a library
zenozeng/yapcduino.js	Not an Arduino library
zerc/arduino	Not a library
zhiyuanwu/SerialDisplay	Sketch
Zindre17/Leds	Sketch
ZoetropeLabs/AS5048A-Arduino	Abandoned
zookzook/SDCardReader	Sketch
zxpower/ESP8266EEPROMDump	Not a library
